City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Shakawe,14,BW,1616495134,40,-18.3667,21.85,86.7,10.33
Yalta,85,UA,1616495134,58,44.5,34.1667,42.01,2.71
Bathsheba,20,BB,1616495135,61,13.2167,-59.5167,77.0,19.57
Flinders,82,AU,1616495136,97,-34.5833,150.8552,68.0,1.01
Verkhoyansk,100,RU,1616495137,93,67.5447,133.385,-11.72,4.25
Horsham,75,GB,1616495137,71,51.064,-0.3272,50.0,6.91
Hermon,90,US,1616495138,100,44.8101,-68.9134,30.2,4.61
Kainantu,98,PG,1616495139,97,-6.2887,145.8655,62.74,0.47
Hay River,75,CA,1616495140,71,60.8156,-115.7999,-4.0,6.91
Cabo San Lucas,45,MX,1616494938,58,22.8909,-109.9124,57.99,1.01
Lodja,40,CD,1616495141,47,-3.4833,23.4333,88.29,4.07
Cametá,81,BR,1616495142,94,-2.2444,-49.4958,73.13,2.75
Tynda,87,RU,1616495143,90,55.1667,124.7167,3.47,3.83
Kruisfontein,0,ZA,1616495144,48,-34.0033,24.7314,82.0,5.99
Fortuna,1,US,1616495145,87,40.5982,-124.1573,45.0,11.5
Beatrice,90,US,1616495146,93,40.2681,-96.747,50.0,11.5
Mindelo,20,CV,1616495147,60,16.8901,-24.9804,71.6,26.46
Ajdabiya,34,LY,1616495147,54,30.7554,20.2263,61.95,28.1
Sisimiut,78,GL,1616495148,98,66.9395,-53.6735,-5.98,12.44
Viseu,11,PT,1616495149,47,40.661,-7.9097,57.0,3.0
Maragogi,29,BR,1616495150,83,-9.0122,-35.2225,76.6,3.62
Ilulissat,75,GL,1616495150,65,69.2167,-51.1,-2.2,14.97
Bosaso,0,SO,1616495151,70,11.2842,49.1816,84.2,11.5
Marawi,100,PH,1616495152,83,7.9986,124.2928,82.99,1.99
Owando,100,CG,1616495153,56,-0.4819,15.8999,85.84,2.62
Zhuhai,20,CN,1616495154,55,22.2769,113.5678,68.0,4.61
Pimenta Bueno,75,BR,1616495155,98,-11.6725,-61.1936,69.24,3.2
Bethel,1,US,1616495156,80,41.3712,-73.414,34.0,2.42
Mareeba,75,AU,1616495157,83,-17.0,145.4333,81.0,2.26
Santiago del Estero,0,AR,1616494897,88,-27.7951,-64.2615,58.78,1.1
Yulara,40,AU,1616495158,50,-25.2406,130.9889,80.6,5.75
Caribou,1,US,1616495159,59,46.8606,-68.012,32.0,4.61
Beşikdüzü,75,TR,1616495160,93,41.052,39.2284,51.8,17.27
Taksimo,100,RU,1616495161,95,56.3444,114.8794,25.65,0.94
Olafsvik,68,IS,1616495162,57,64.8945,-23.7142,35.91,13.58
Katobu,100,ID,1616495163,87,-4.9408,122.5276,77.76,2.15
Thinadhoo,65,MV,1616495163,65,0.5333,72.9333,83.64,5.55
Byron Bay,90,AU,1616495165,94,-28.65,153.6167,73.4,10.36
Khudumelapye,61,BW,1616495165,42,-23.8833,24.75,80.65,14.32
Carahue,90,CL,1616495166,100,-38.7,-73.1667,50.0,1.14
Bintulu,40,MY,1616495167,89,3.1667,113.0333,86.0,4.61
Neiafu,42,TO,1616495168,76,-18.65,-173.9833,81.7,5.73
Seoul,0,KR,1616495169,57,37.5683,126.9778,53.6,8.05
Bjerkvik,75,NO,1616495170,60,68.5597,17.5189,41.0,12.66
Nago,20,JP,1616495171,55,26.5881,127.9761,62.6,11.5
Lang Son,51,VN,1616495172,50,21.8333,106.7333,71.87,2.24
Masterton,100,NZ,1616494990,88,-40.9597,175.6575,59.0,1.01
Padang,75,ID,1616495068,78,-0.9492,100.3543,82.4,4.61
Hambantota,75,LK,1616495173,66,6.1241,81.1185,89.6,11.5
Salamanca,48,ES,1616495174,54,40.8333,-6.0,53.01,6.49
Vizinga,100,RU,1616495175,91,61.0749,50.1031,30.47,6.13
Lavrentiya,91,RU,1616495176,97,65.5833,-171.0,-9.13,1.45
Amguri,0,IN,1616495177,9,26.8,94.5333,97.88,8.61
Okhotsk,100,RU,1616495177,96,59.3833,143.3,8.29,10.25
Acheng,0,CN,1616495178,49,45.5454,126.977,48.2,2.24
Três Barras,100,BR,1616495179,99,-26.1064,-50.3222,66.42,1.48
Amahai,84,ID,1616495180,75,-3.3333,128.9167,82.42,2.55
Vanimo,93,PG,1616495181,81,-2.6741,141.3028,80.29,4.85
Saint George,1,US,1616495181,66,37.1041,-113.5841,48.99,5.75
Bereda,2,ES,1616495183,91,43.2686,-7.5406,62.01,3.0
Ilebo,77,CD,1616495183,47,-4.3167,20.5833,90.16,1.39
Opuwo,15,NA,1616495184,49,-18.0607,13.84,82.98,8.93
Patnongon,94,PH,1616495185,67,10.9132,121.9937,83.86,8.03
Narsaq,1,GL,1616495186,41,60.9167,-46.05,14.0,6.91
Huanren,95,CN,1616495187,64,41.2647,125.3667,44.67,6.11
Dobryatino,72,RU,1616495188,77,55.5055,41.3195,33.19,6.44
Sørland,20,NO,1616495188,75,67.667,12.6934,42.8,25.32
Labuhan,95,ID,1616495189,77,-6.8844,112.2051,82.11,11.39
Lugovoy,100,KZ,1616495190,75,42.9472,72.7644,49.1,18.28
Yasnyy,75,RU,1616495191,88,51.0333,59.8742,25.97,10.11
Río Gallegos,90,AR,1616495192,58,-51.6226,-69.2181,55.4,18.41
Dhidhdhoo,9,MV,1616495192,70,6.8833,73.1,83.73,7.31
Muros,0,ES,1616495193,73,42.7762,-9.0603,57.0,6.02
Hamilton,75,US,1616495185,46,39.1834,-84.5333,53.01,11.5
Torrington,10,US,1616495194,95,41.8007,-73.1212,34.0,1.01
Richards Bay,16,ZA,1616495195,57,-28.783,32.0377,77.0,8.59
Kinablangan,100,PH,1616495196,85,7.6947,126.5503,78.94,4.29
Bay Roberts,20,CA,1616495197,60,47.5999,-53.2648,37.99,24.16
Bayjī,100,IQ,1616495197,70,34.9311,43.487,67.01,9.31
Mityana,20,UG,1616495198,73,0.4175,32.0228,78.8,13.8
Nombre de Dios,89,MX,1616495199,54,23.85,-104.2333,47.79,7.58
Mandalgovi,1,MN,1616495201,22,45.7625,106.2708,45.41,10.09
Lata,13,PT,1616495201,87,40.1629,-8.3327,60.01,1.01
Aklavik,7,CA,1616495202,65,68.2191,-135.0107,-4.0,10.36
Cascavel,99,BR,1616495203,91,-24.9558,-53.4553,65.48,1.34
Leningradskiy,100,RU,1616495204,90,69.3833,178.4167,-9.62,7.74
Cabedelo,20,BR,1616495205,100,-6.9811,-34.8339,77.0,5.75
Nioki,52,CD,1616495206,49,-2.7167,17.6833,90.59,2.01
Fort-Shevchenko,100,KZ,1616495207,52,44.5086,50.263,50.47,25.66
Naliya,0,IN,1616495207,23,23.2667,68.8333,91.17,14.81
Thunder Bay,75,CA,1616494913,93,48.4001,-89.3168,33.01,3.44
Araouane,53,ML,1616495209,10,18.9048,-3.5265,79.47,18.88
Siocon,100,PH,1616495209,80,7.7061,122.1353,81.75,5.26
Havre-St-Pierre,20,CA,1616495210,75,50.2334,-63.5986,33.8,12.66
Ust-Kuyga,100,RU,1616495211,96,70.0167,135.6,-16.02,6.42
Brigantine,90,US,1616495212,100,39.4101,-74.3646,46.0,6.91
Alnashi,100,RU,1616495212,99,56.1874,52.4792,31.91,11.83
Mae Sai,20,TH,1616495213,51,20.4335,99.8762,89.01,5.75
San Patricio,90,US,1616495214,94,28.017,-97.5169,68.0,5.75
Saint Petersburg,0,RU,1616495029,32,59.8944,30.2642,37.4,8.95
Balkhash,75,KZ,1616495216,81,46.844,74.9804,44.6,26.84
Mulegé,38,MX,1616495217,30,26.8833,-111.9833,57.4,3.65
Vila Velha,0,BR,1616494928,94,-20.3297,-40.2925,75.99,2.3
Gizo Government Station,98,SB,1616495218,73,-8.103,156.8419,83.25,3.94
Grong,75,NO,1616495219,93,64.4654,12.3149,41.0,6.91
Erzin,100,TR,1616495220,96,36.9559,36.2,59.0,4.52
St. George's,20,GD,1616495220,73,12.0564,-61.7485,78.8,17.27
Xining,59,CN,1616495222,7,36.6167,101.7667,59.18,5.59
Forsytheganj,72,BY,1616495223,52,52.6333,29.7333,34.0,13.98
Ikalamavony,71,MG,1616495225,63,-21.15,46.5833,80.73,4.12
Paramirim,13,BR,1616495225,73,-13.4425,-42.2389,68.63,5.44
Castrillón,0,ES,1616495227,59,43.3979,-6.7922,60.8,2.3
Paraty,20,BR,1616494997,94,-23.2178,-44.7131,69.8,2.3
Kismayo,35,SO,1616495228,60,-0.3582,42.5454,86.9,15.23
Puerto Escondido,2,MX,1616495229,70,15.85,-97.0667,75.13,7.96
Szatymaz,9,HU,1616495230,61,46.3431,20.0402,51.01,1.01
Salalah,0,OM,1616495230,38,17.0151,54.0924,91.4,10.36
Batagay,100,RU,1616495232,96,67.6333,134.6333,-9.89,5.5
Qaqortoq,1,GL,1616495233,41,60.7167,-46.0333,14.0,6.91
Katrineholm,0,SE,1616495234,46,58.9959,16.2072,53.6,9.22
Petropavlovsk-Kamchatskiy,75,RU,1616495235,69,53.0452,158.6483,28.4,4.47
Naze,75,JP,1616495235,55,28.3667,129.4833,60.8,6.91
Honiara,98,SB,1616495236,86,-9.4333,159.95,78.94,2.39
Shīeli,72,KZ,1616495237,41,44.1667,66.75,46.8,11.63
San Javier,0,ES,1616495238,72,37.8063,-0.8374,64.99,6.91
Turukhansk,100,RU,1616495238,87,65.8167,87.9833,14.7,10.13
Ust'-Ishim,93,RU,1616495240,76,57.6935,71.1665,30.87,6.22
Vanderhoof,84,CA,1616495241,87,54.0166,-124.0198,29.34,4.36
Grand Gaube,7,MU,1616495242,69,-20.0064,57.6608,87.01,5.99
Morant Bay,20,JM,1616495243,73,17.8815,-76.4093,77.0,3.44
Kavieng,96,PG,1616495244,78,-2.5744,150.7967,81.7,7.4
Marsá Maţrūḩ,75,EG,1616495245,59,31.3525,27.2453,66.2,21.85
Paján,91,EC,1616495245,92,-1.5667,-80.4167,70.39,0.89
Morón,0,AR,1616495246,99,-34.6534,-58.6198,63.0,0.63
Sungai Penuh,100,ID,1616495223,94,-2.0833,101.3833,69.46,0.94
Nānākuli,1,US,1616495248,88,21.3906,-158.1547,71.01,3.44
Beloha,82,MG,1616495249,57,-25.1667,45.05,84.56,12.5
Constitución,0,CL,1616495249,71,-35.3333,-72.4167,56.39,7.45
Sterlibashevo,96,RU,1616495250,89,53.4376,55.2578,31.3,14.5
Carlos Chagas,9,BR,1616495251,90,-17.7031,-40.7664,71.13,0.63
Luancheng,0,CN,1616495168,32,37.8792,114.6517,64.4,8.95
São Paulo de Olivença,88,BR,1616495253,99,-3.3783,-68.8725,70.74,2.33
Mount Gambier,90,AU,1616495254,94,-37.8333,140.7667,62.6,10.36
Hof,90,DE,1616495255,80,50.3167,11.9167,39.0,8.05
Uspenka,100,UA,1616495256,99,48.3903,39.1619,33.75,13.98
Castelo Branco,37,PT,1616495157,47,39.8222,-7.4909,62.01,1.86
Ivdel',100,RU,1616495257,78,60.6911,60.4206,32.76,5.79
Mozarlândia,100,BR,1616495259,83,-14.7447,-50.5706,71.26,3.6
La Palma,90,US,1616495260,94,33.8464,-118.0467,55.0,7.99
Road Town,100,VG,1616495261,84,18.4167,-64.6167,77.0,15.01
Phalaborwa,65,ZA,1616495261,57,-23.943,31.1411,77.0,9.22
Disna,8,BY,1616495262,50,55.568,28.1971,33.93,7.14
Bar Harbor,90,US,1616495263,100,44.3876,-68.2039,37.0,3.44
Henties Bay,5,NA,1616495264,83,-22.116,14.2845,68.0,5.99
Yerbogachën,100,RU,1616495264,91,61.2767,108.0108,15.55,2.46
Hirado,0,JP,1616495265,54,33.3597,129.5531,55.4,8.05
Severo-Yeniseyskiy,100,RU,1616495267,91,60.3725,93.0408,22.28,6.96
Shirokiy,4,RU,1616495269,42,49.758,129.523,24.71,11.86
Bonthe,97,SL,1616495270,59,7.5264,-12.505,84.47,5.55
San Andrés,20,CO,1616495272,78,12.5847,-81.7006,78.8,4.61
Bantry,75,IE,1616495272,81,51.6833,-9.45,50.0,16.11
Dohad,11,IN,1616495273,11,22.8333,74.2667,99.28,11.77
Port Shepstone,1,ZA,1616495274,64,-30.7414,30.455,72.46,6.8
Biak,91,ID,1616495275,82,-0.9131,122.8766,79.11,3.15
Torbay,20,CA,1616495275,60,47.6666,-52.7314,37.99,24.16
Vilhena,51,BR,1616495276,99,-12.7406,-60.1458,65.32,3.49
Ulladulla,40,AU,1616495277,100,-35.35,150.4667,64.99,4.61
Dunedin,99,NZ,1616495277,88,-45.8742,170.5036,57.0,1.68
San Juan,0,AR,1616495134,51,-31.5375,-68.5364,64.44,5.23
Talcahuano,0,CL,1616495279,93,-36.7167,-73.1167,50.0,6.91
Butembo,86,CD,1616495279,59,0.15,29.2833,73.69,2.53
Greenwood,1,US,1616495280,87,34.1668,-82.1165,51.01,4.61
Yeppoon,75,AU,1616495281,89,-23.1333,150.7333,78.8,5.75
São João da Barra,8,BR,1616495007,100,-21.6403,-41.0511,77.0,4.03
Coyhaique,100,CL,1616495283,98,-45.5752,-72.0662,50.22,4.34
La Ronge,12,CA,1616495284,60,55.1001,-105.2842,-0.4,9.22
Vidim,100,RU,1616495284,96,56.4088,103.1106,31.93,6.87
Bud,75,US,1616495286,62,39.447,-86.1758,52.0,5.75
Palana,100,RU,1616495286,91,59.1167,159.9667,18.45,30.24
Pukë,0,AL,1616495287,25,42.0444,19.8997,48.2,34.52
Corn Island,90,NI,1616495288,75,12.1694,-83.0418,79.2,12.82
Yuci,0,CN,1616495288,15,37.6803,112.7319,66.2,2.24
Great Yarmouth,75,GB,1616495289,81,52.6083,1.7305,54.0,4.61
Serenje,58,ZM,1616495290,79,-13.2325,30.2352,70.68,9.51
Pangai,85,TO,1616495291,73,-19.8,-174.35,80.56,3.36
Estelle,75,US,1616495291,94,29.8458,-90.1067,66.99,14.97
Gigmoto,100,PH,1616495293,75,13.7796,124.39,80.1,15.52
Goshen,20,US,1616495294,71,41.5823,-85.8344,50.0,9.22
Northam,20,GB,1616495295,76,51.0333,-4.2167,54.0,11.01
Khowst,100,AF,1616495296,89,33.3833,69.8833,47.14,5.97
Ahipara,95,NZ,1616495296,74,-35.1667,173.1667,62.17,3.76
Victor Harbor,19,AU,1616495297,71,-35.5667,138.6167,66.0,10.98
Mrągowo,20,PL,1616495298,70,53.8644,21.3051,42.8,6.91
Carauari,100,BR,1616495298,99,-4.8828,-66.8958,69.82,2.57
Lebyazh'ye,6,RU,1616495299,83,55.2689,66.4947,25.93,7.45
Charlottesville,72,US,1616495107,75,38.0293,-78.4767,42.8,3.56
Kupang,40,ID,1616495301,100,-10.1667,123.5833,80.6,3.44
Tautira,0,PF,1616495301,78,-17.7333,-149.15,80.6,2.3
Dubrovka,75,RU,1616495302,69,53.6907,33.5071,32.0,15.66
Tumbagaan,100,PH,1616495303,70,5.3656,120.3139,82.74,0.72
Tambopata,100,PE,1616495304,99,-12.7333,-69.1833,69.03,1.21
Oliveira,1,BR,1616495305,90,-20.6964,-44.8272,65.17,2.89
Makkah al Mukarramah,0,SA,1616495306,16,21.4267,39.8261,99.81,21.79
Cherskiy,100,RU,1616495307,88,68.75,161.3,10.29,8.68
Ashtabula,1,US,1616495308,36,41.7001,-80.7665,44.6,5.75
Balyqshy,40,KZ,1616495308,71,47.0667,51.8667,46.4,22.37
Quesnel,1,CA,1616495309,93,52.9999,-122.5029,26.6,2.46
Fort Saint James,100,CA,1616495310,94,54.4333,-124.25,26.92,2.46
Brae,75,GB,1616495311,87,60.3964,-1.353,46.4,14.97
Açu,21,BR,1616495015,72,-5.5767,-36.9086,79.48,6.76
Moacşa,23,RO,1616495313,66,45.8667,25.9667,37.0,8.01
Raahe,0,FI,1616495314,70,64.6833,24.4833,41.0,12.66
Russell,20,US,1616495314,82,32.3502,-85.1999,59.0,8.05
Ootmarsum,79,DE,1616495315,79,52.4076,6.8969,48.99,7.0
Beaverlodge,90,CA,1616495316,86,55.2166,-119.4361,21.2,3.44
Cogoleto,20,IT,1616495317,62,44.3893,8.6429,53.6,5.75
Kununurra,100,AU,1616495317,84,-15.7667,128.7333,84.2,6.91
Mokrous,100,RU,1616495318,96,51.2333,47.5167,32.52,10.78
Synya,100,RU,1616495320,93,65.3718,58.0387,28.94,7.7
Arrecife,0,ES,1616495321,60,28.963,-13.5477,69.8,11.5
Abonnema,75,NG,1616495322,74,4.7084,6.7931,86.0,5.75
Mardin,75,TR,1616495323,82,37.3131,40.7436,59.0,10.36
Methóni,40,GR,1616495323,51,36.8197,21.7049,60.01,12.19
San Cristobal,99,VE,1616495324,80,7.7669,-72.225,66.34,0.96
Sulmona,75,IT,1616495325,39,42.0479,13.9291,46.4,14.97
Sandnessjøen,75,NO,1616495326,87,66.0217,12.6316,42.8,14.97
Baoro,85,CF,1616495326,61,5.6667,15.9667,79.0,4.47
Zunyi,73,CN,1616495327,55,27.6867,106.9072,59.18,1.36
Caarapó,13,BR,1616495328,92,-22.6342,-54.8222,67.75,3.11
Zyryanka,100,RU,1616495329,93,65.75,150.85,-2.42,28.61
Aleppo Governorate,100,SY,1616495330,93,36.25,37.5,53.1,9.1
Poum,96,NC,1616495330,71,-20.2333,164.0167,79.18,11.43
Aba,75,NG,1616495331,74,5.1066,7.3667,86.0,5.75
Santa Inês,94,BR,1616495205,96,-3.6667,-45.38,72.64,0.56
Monte Escobedo,74,MX,1616495332,45,22.3,-103.5833,39.67,1.99
Dolores,1,AR,1616495334,91,-36.3132,-57.6792,54.86,5.08
Karatau,76,KZ,1616495335,78,43.1667,70.4667,43.57,24.61
Beringovskiy,100,RU,1616495336,93,63.05,179.3167,27.18,26.57
Fuling,69,CN,1616495336,55,29.7022,107.3919,62.37,0.78
Kavaratti,59,IN,1616495337,65,10.5669,72.642,84.24,6.38
Vancouver,20,CA,1616495256,93,49.2497,-123.1193,39.0,4.61
Asău,14,RO,1616495338,27,46.4333,26.4,42.01,4.14
Philadelphia,90,US,1616495233,87,39.9523,-75.1638,43.0,5.75
Nouakchott,4,MR,1616495312,31,18.0858,-15.9785,75.2,13.8
Benito Juarez,1,MX,1616495340,38,19.385,-99.165,59.0,3.18
Cornereva,64,RO,1616495341,59,45.0667,22.4167,38.84,5.21
Zhezkazgan,35,KZ,1616495342,83,47.8043,67.7144,27.66,18.92
Marivan,100,IR,1616495342,60,35.5219,46.176,60.89,8.5
Minatitlán,0,MX,1616495343,88,17.9833,-94.5167,66.18,5.68
Nemuro,40,JP,1616495344,69,43.3236,145.575,35.6,3.44
Yamada,5,JP,1616495345,64,39.4667,141.95,39.51,7.0
Ketchikan,90,US,1616495346,100,55.3422,-131.6461,37.4,9.22
Mehamn,40,NO,1616495347,80,71.0357,27.8492,35.6,34.52
Port Augusta,0,AU,1616495348,77,-32.5,137.7667,69.01,14.97
Greenlaw,76,GB,1616495348,79,55.7068,-2.4624,46.99,8.99
Tsiroanomandidy,65,MG,1616495349,80,-18.7667,46.0333,75.31,6.44
Fuerte Olimpo,93,PY,1616495350,95,-21.0415,-57.8738,69.57,3.69
Guapí,99,CO,1616495351,92,2.5708,-77.8854,70.83,3.74
Port Macquarie,90,AU,1616495351,100,-31.4333,152.9167,71.6,10.36
Adwa,6,ET,1616495352,6,14.1646,38.8955,84.07,16.33
Freeport,90,US,1616495353,93,40.6576,-73.5832,43.0,5.75
Plettenberg Bay,0,ZA,1616495354,62,-34.0527,23.3716,72.19,11.21
Ambovombe,65,MG,1616495354,72,-25.1667,46.0833,81.61,11.72
Churapcha,100,RU,1616495355,91,62.0025,132.4325,-4.14,13.94
Bara,0,NG,1616495356,36,10.3744,10.7288,93.2,4.61
Cockburn Town,75,TC,1616495357,75,21.4612,-71.1419,77.58,16.2
Sola,3,VU,1616495357,100,-13.8833,167.55,75.2,2.3
Río Cuarto,0,AR,1616495358,82,-33.1307,-64.3499,59.0,4.61
Abu Samrah,100,SY,1616495359,75,35.3029,37.1841,63.0,3.8
General Roca,0,AR,1616495360,87,-39.0333,-67.5833,51.8,2.3
Meulaboh,78,ID,1616495361,66,4.1363,96.1285,84.61,5.17
Hinton,73,CA,1616495362,86,53.4001,-117.5857,19.4,2.3
Vernon,4,CA,1616495296,80,50.2581,-119.2691,32.0,2.3
Yurginskoye,19,RU,1616495364,80,56.8189,67.3921,29.71,9.01
Diffa,45,NE,1616495364,15,13.3154,12.6113,99.54,5.68
Minggang,100,CN,1616495365,59,32.4586,114.0486,56.64,10.83
Ngunguru,5,NZ,1616495366,88,-35.6167,174.5,59.0,3.0
Ust-Tsilma,100,RU,1616495367,87,65.441,52.1498,26.22,7.0
Arrondissement de Bastia,0,FR,1616495369,47,42.6667,9.3333,55.4,9.22
Nantucket,0,US,1616495370,90,41.2835,-70.0995,43.0,6.67
Khovd,5,MN,1616495370,20,48.0056,91.6419,44.94,3.42
